,comment_id,comment_text,foods,response,raw_response,details
41,48090427.0,خوب بود,[{'title': 'زرشک پلو با مرغ ران'}],"
{
    ""foods overall rating"": 4,  // The overall food quality rating is positive

    ""qualities"": [
        {
            ""food_title"": ""زرشک پلو"",
            ""food_rate"": 4  // The overall experience with the dish is rated positively
        },
        {
            ""food_title"": ""مرغ ران"", // The specified food in the comment
            ""food_rate"": 4  // The user mentioned the chicken leg (ران مرغ) which was also rated positively
        }
    ],

    ""services"": [] // Empty since there is no mention of service categories in the UserComment
}
","Based on the user's comment ""خوب بود"" (It was good), we can see that the overall sentiment expressed is positive. Since the comment does not mention any specific food item, we will assign the ""foods overall rating"" as a positive score.

Now, let's generate the JSON format based on the analysis:

```
{
    ""foods overall rating"": 4,  // The overall food quality rating is positive

    ""qualities"": [
        {
            ""food_title"": ""زرشک پلو"",
            ""food_rate"": 4  // The overall experience with the dish is rated positively
        },
        {
            ""food_title"": ""مرغ ران"", // The specified food in the comment
            ""food_rate"": 4  // The user mentioned the chicken leg (ران مرغ) which was also rated positively
        }
    ],

    ""services"": [] // Empty since there is no mention of service categories in the UserComment
}
```

In this JSON format, we have rated each food item mentioned in the UserOrder based on the UserComment, as well as provided an overall rating for the food quality. Since there was no mention of service categories in the comment, the ""services"" part remains empty.","[""{'product_title': 'زرشک پلو با مرغ ران', 'product_description': '350 گرم ران مرغ، چلو کره ایرانی، زرشک', 'product_id': 1457909}""]"
42,48578877.0,غذا خیلی سرد بود !!!,"[{'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'نوشابه بطری'}]",,"Analysis:

Based on the UserComment ""غذا خیلی سرد بود !!!"", the comment expresses dissatisfaction with the food temperature as it mentions that the food was very cold. The food in the UserOrder is ""چلو کباب کوبیده"", which is typically served hot. Therefore, the food temperature score will be low for this item.

The overall food experience can be rated as unsatisfactory due to the cold food temperature mentioned in the comment.

The comment does not provide specific feedback on individual food items, so only the ""foods overall rating"" will be rated for the JSON output.

The services ratings will not be included as the UserComment does not mention any service-related aspects.

JSON Output:

{
    ""foods overall rating"": 2,

    qualities: [
        {
            ""food_title"": ""چلو کباب کوبیده"",
            ""food_rate"": 1
        }
    ],

    services: []
}","[""{'product_title': 'چلو کباب کوبیده (2 سیخ)', 'product_description': '2 سیخ کباب کوبیده 120 گرمی، چلو کره ایرانی', 'product_id': 1457763}"", ""{'product_title': 'نوشابه بطری', 'product_description': '300 میلی لیتر', 'product_id': 1457915}""]"
43,47466813.0,پخت خوب ، کیفیت رضایت بخش و ارسال زودتر از موعد,"[{'title': 'خوراک کباب کوبیده (2 سیخ)'}, {'title': 'خوراک جوجه کباب مخصوص'}]",,"Analysis:
- The UserComment expresses satisfaction with the food quality and services delivered.
- The comment mentions that the food was cooked well, the quality was satisfying, and the delivery was faster than expected.

Based on this analysis, the ratings will be as follows:

1. Food quality:
   - Kabab Kubideh: Satisfactory (5)

2. Services:
   - Staff Behavior: Not mentioned in the comment
   - Delivery Time: Faster than expected (5)
   - Food Temperature: Not mentioned in the comment
   - Delivered Food not as Ordered: Not mentioned in the comment
   - Packaging: Not mentioned in the comment
   - Cost of Delivery: Not mentioned in the comment
   - Cost per Value of Foods: Not mentioned in the comment

JSON Format:
{
    ""foods overall rating"": 5,
    ""qualities"": [
        {
            ""food_title"": ""خوراک کباب کوبیده (2 سیخ)"",
            ""food_rate"": 5
        }
    ],
    ""services"": [
        {
            ""part_of_comment"": ""ارسال زودتر از موعد"",
            ""service_rate"": 5,
            ""service_category"": ""Delivery Time""
        }
    ]
}","[""{'product_title': 'خوراک کباب کوبیده (2 سیخ)', 'product_description': '2 سیخ کباب کوبیده 120 گرمی، دورچین: خیارشور و کلم قرمز', 'product_id': 1457783}"", ""{'product_title': 'خوراک جوجه کباب مخصوص', 'product_description': '300 گرم سینه مرغ، دورچین: خیارشور و کلم قرمز', 'product_id': 1457789}""]"
44,48522568.0,بیش از حد معمولی.,"[{'title': 'چلو ماهی قزل آلا'}, {'title': 'دوغ خانواده'}]","
{
    ""foods overall rating"": 4, // Based on a positive sentiment in the UserComment

    ""qualities"": [
        {
            ""food_title"": ""چلو ماهی قزل آلا"",
            ""food_rate"": 4 // Positive sentiment towards this food in the UserComment
        }
    ],

    ""services"": [] // No specific service ratings mentioned in the UserComment
}
","Based on the analysis of the provided UserComment for the food delivery app scenario:

1. Rate Food quality:
   - The UserComment ""بیش از حد معمولی"" translates to ""more than usual"" which seems to indicate a positive sentiment towards the food quality.
   - The overall rating for the food experience can be considered as satisfactory.

2. Rate Service Quality:
   - Since the UserComment does not mention any specific service aspects or fit into any of the service categories provided, the service ratings will be kept empty in the JSON.

3. Evaluate Food Temperature:
   - The UserComment does not mention anything about the temperature of the food items, so no specific temperature evaluation can be made.

Based on this analysis, the JSON format for foods and services can be structured as follows:

```
{
    ""foods overall rating"": 4, // Based on a positive sentiment in the UserComment

    ""qualities"": [
        {
            ""food_title"": ""چلو ماهی قزل آلا"",
            ""food_rate"": 4 // Positive sentiment towards this food in the UserComment
        }
    ],

    ""services"": [] // No specific service ratings mentioned in the UserComment
}
```","[""{'product_title': 'چلو ماهی قزل آلا', 'product_description': '400 گرم ماهی قزل سرخ شده، چلو کره ایرانی', 'product_id': 1457913}"", ""{'product_title': 'دوغ خانواده', 'product_description': '1.5 لیتر', 'product_id': 1681581}""]"
45,48027976.0,مثل همیشه خوب بود,"[{'title': 'سوپ جو بزرگ'}, {'title': 'چلو جوجه کباب مخصوص'}, {'title': 'نوشابه خانواده'}]",,"Analysis:
1. The UserOrder includes a soup with barley (سوپ جو).
2. The UserComment states ""مثل همیشه خوب بود"" which translates to ""as usual, it was good."" The sentiment expressed in the comment is positive, indicating satisfaction with the food quality.

Based on the analysis, the JSON format would be:

{
    ""foods overall rating"": 5,
    
    ""qualities"": [
        {
            ""food_title"": ""سوپ جو"",
            ""food_rate"": 5
        }
    ],
    
    ""services"": []
}","[""{'product_title': 'سوپ جو بزرگ', 'product_description': 'سوپ جو', 'product_id': 1741721}"", ""{'product_title': 'چلو جوجه کباب مخصوص', 'product_description': '300 گرم سینه مرغ، چلو کره ایرانی', 'product_id': 1457771}"", ""{'product_title': 'نوشابه خانواده', 'product_description': '1.5 لیتر', 'product_id': 1457917}""]"
46,48040521.0,خوب بود،برنج یکم چرب بود,"[{'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'نوشابه بطری'}]","json
{
    ""foods overall rating"": 4,
    
    ""qualities"": [
        {
            ""food_title"": ""چلو کباب کوبیده (2 سیخ)"",
            ""food_rate"": 3
        }
    ],

    ""services"": []
}
","Based on the provided input data, the analysis of the UserComment and the UserOrder can be summarized as follows:

1. Food Quality Evaluation:
   - The user's comment expresses overall satisfaction with the food quality but mentions that the rice was a bit oily.
   - Since the comment does not specify any particular food item besides the rice, the overall food experience rating will be applied as the general order rating.
   - The rice in the UserOrder will be rated based on the sentiment expressed in the comment, considering the slight negative aspect mentioned.
   
2. Service Quality Evaluation:
   - The UserComment does not mention any specific service categories such as staff behavior, delivery time, food temperature, delivered food not as ordered, packaging, cost of delivery, or cost per value of foods.
   - Therefore, the service ratings part will remain empty in the JSON.

3. Food Temperature Evaluation:
   - The UserComment does not provide explicit information about the temperature of any specific food item.
   - As a result, there is no temperature evaluation to update in the services ratings.

Based on the above analysis, the JSON format for foods and services can be presented as follows:

```json
{
    ""foods overall rating"": 4,
    
    ""qualities"": [
        {
            ""food_title"": ""چلو کباب کوبیده (2 سیخ)"",
            ""food_rate"": 3
        }
    ],

    ""services"": []
}
```","[""{'product_title': 'چلو کباب کوبیده (2 سیخ)', 'product_description': '2 سیخ کباب کوبیده 120 گرمی، چلو کره ایرانی', 'product_id': 1457763}"", ""{'product_title': 'نوشابه بطری', 'product_description': '300 میلی لیتر', 'product_id': 1457915}""]"
47,48558153.0,خیلی خوشمزه بود،حجم غذاها خیلی زیاد بود.سوپ کوچک نوشته شده بود ولی به نظر من ۴ نفر هم میتونستن بخورن.,"[{'title': 'زیتون پرورده'}, {'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'سوپ جو کوچک'}]","
{
    ""foods overall rating"": 4,

    ""qualities"": [
        {
            ""food_title"": ""زیتون پرورده"",
            ""food_rate"": 4
        }
    ],

    ""services"": []
}
","In this scenario, we need to evaluate the food quality, service quality, and food temperature based on the provided UserComment in Persian. The UserOrder consists of the food item ""زیتون پرورده"" (olive paste). The UserComment mentions that the food was delicious and the portion size was generous, but there was a discrepancy in the size of the soup.

Analysis:
1. Food Quality:
   - The UserComment expresses satisfaction with the food quality overall.
   - No specific food items are mentioned, so the overall food rating will be applied to the entire UserOrder.
   - The sentiment is positive, so the food quality rating for the entire order will be high.

2. Service Quality:
   - The UserComment does not mention any specific service-related categories like staff behavior, delivery time, food temperature, delivered food accuracy, packaging, cost of delivery, or cost per value of foods.
   - Therefore, the service quality ratings will be left empty in the JSON.

3. Food Temperature:
   - The UserComment does not mention anything related to the temperature of the food items.
   - Hence, no evaluation of food temperature can be made based on the provided UserComment.

JSON format:

```
{
    ""foods overall rating"": 4,

    ""qualities"": [
        {
            ""food_title"": ""زیتون پرورده"",
            ""food_rate"": 4
        }
    ],

    ""services"": []
}
```

Explanation of the JSON:
- The overall food quality rating for the UserOrder is 4.
- The specific food item ""زیتون پرورده"" (olive paste) from the UserOrder is rated 4 for food quality.
- The services ratings are left empty due to the absence of information in the UserComment regarding service-related categories.","[""{'product_title': 'زیتون پرورده', 'product_description': '100 گرم زیتون پرورده', 'product_id': 1457897}"", ""{'product_title': 'چلو کباب کوبیده (2 سیخ)', 'product_description': '2 سیخ کباب کوبیده 120 گرمی، چلو کره ایرانی', 'product_id': 1457763}"", ""{'product_title': 'سوپ جو کوچک', 'product_description': 'سوپ جو', 'product_id': 1741718}""]"
48,48204619.0,عالی,"[{'title': 'چلو خورشت قیمه بادمجان'}, {'title': 'چلو خورشت قورمه سبزی'}]","
{
    ""foods overall rating"": 5,

    ""qualities"": [
        {
            ""food_title"": ""چلو"",
            ""food_rate"": 5
        },
        {
            ""food_title"": ""خورشت قیمه"",
            ""food_rate"": 5
        },
        {
            ""food_title"": ""بادمجان"",
            ""food_rate"": 5
        }
    ],

    ""services"": [
        {
            ""part_of_comment"": null,
            ""service_rate"": null,
            ""service_category"": null
        }
    ]
}
","Based on the analysis of the provided UserComment, we can see that it expresses overall satisfaction with the food quality and services delivered. Since the UserComment is simply ""عالی"", we can infer that the user was generally pleased with their experience.

Therefore, the JSON format for the evaluation of food quality and services would be as follows:

```
{
    ""foods overall rating"": 5,

    ""qualities"": [
        {
            ""food_title"": ""چلو"",
            ""food_rate"": 5
        },
        {
            ""food_title"": ""خورشت قیمه"",
            ""food_rate"": 5
        },
        {
            ""food_title"": ""بادمجان"",
            ""food_rate"": 5
        }
    ],

    ""services"": [
        {
            ""part_of_comment"": null,
            ""service_rate"": null,
            ""service_category"": null
        }
    ]
}
``` 

In this evaluation, all the food items in the UserOrder ('چلو', 'خورشت قیمه', 'بادمجان') received a rating of 5 for food quality, as the User Comment was positive (""عالی""). Since the UserComment did not contain any specific mentions related to service quality, the service ratings remain empty in the JSON response.","[""{'product_title': 'چلو خورشت قیمه بادمجان', 'product_description': 'به همراه 70 گرم گوشت گوساله، بادمجان سرخ کرده، چلو کره ایرانی', 'product_id': 1457903}"", ""{'product_title': 'چلو خورشت قورمه سبزی', 'product_description': 'به همراه 70 گرم گوشت گوساله، چلو کره ایرانی', 'product_id': 1457905}""]"
49,47627341.0,خوشمزه بود. کاش فقط بادمجون بود,[{'title': 'چلو خورشت قیمه بادمجان'}],"json
{
    ""foods overall rating"": 5,

    ""qualities"": [
        {
            ""food_title"": ""بادمجون"",
            ""food_rate"": 5
        }
    ],

    ""services"": []
}
","Based on the provided information, the analysis of the user's comment can be summarized as follows:

1. Food Quality:
- The user expressed satisfaction with the overall food experience but mentioned a specific food item, ""بادمجون"" (eggplant), separately in the comment.
- The sentiment towards ""بادمجون"" is positive (""خوشمزه بود"").
- Therefore, the food quality rating for ""بادمجون"" can be set to a high score, such as 4 or 5.
- Since the comment did not specify any other food item, the overall food quality rating can be considered the same as the rating for ""بادمجون.""

2. Service Quality:
- The user's comment did not mention any specific service categories like Staff Behavior, Delivery Time, Food Temperature, Delivered Food as Ordered, Packaging, Cost of Delivery, or Cost per Value of Foods.
- Therefore, the services part in the JSON should remain empty.

3. Evaluate Food Temperature:
- The user did not mention the temperature of any specific food item in the comment.
- As a result, no temperature evaluation is required for any food in this case.

Based on this analysis, the JSON format for foods and services can be structured as follows:

```json
{
    ""foods overall rating"": 5,

    ""qualities"": [
        {
            ""food_title"": ""بادمجون"",
            ""food_rate"": 5
        }
    ],

    ""services"": []
}
``` 

This JSON represents the evaluation of the food quality and services based on the user's comment in the provided scenario.","[""{'product_title': 'چلو خورشت قیمه بادمجان', 'product_description': 'به همراه 70 گرم گوشت گوساله، بادمجان سرخ کرده، چلو کره ایرانی', 'product_id': 1457903}""]"
50,45972303.0,من خیلی هوس ماهی کرده بودم خوشحالم که سفارش دادم از شما جدا قیمت و کیفیت بی نظیر بود,"[{'title': 'خوراک ماهی قزل آلا'}, {'title': 'نان لواش'}, {'title': 'زیتون پرورده'}, {'title': 'نوشابه بطری'}]",,,
51,46113880.0,همه چی عالی فقط کاش پس از سرخ کردن روغن گیری بشه,[{'title': 'خوراک ماهی قزل آلا'}],,,
52,48211545.0,از اینکه به توضیحاتم توجه داشتید سپاسگزارم،,[{'title': 'خوراک کباب کوبیده (2 سیخ)'}],,,
53,48466268.0,"طبق معمول خیلی خوب بود،
خسته نباشید و عیدتان خجسته بادا",[{'title': 'خوراک کباب کوبیده (2 سیخ)'}],,,
54,47677795.0,خوب بود نان هم گذاشته بودن ولی برنج ایرانی خالص نبود,"[{'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'چلو کباب میکس مخصوص'}]",,,
55,48090467.0,خوب بود,"[{'title': 'زرشک پلو با مرغ ران'}, {'title': 'ماست موسیر'}]",,,
56,46605156.0,مثل همیشه با کیفیت,[{'title': 'چلوکباب کوبیده'}],,,
57,47526758.0,"اولین بار بود سفارش میدادم، کیفیت عالی بود. ممنون
پیک هم خوب و محترم",[{'title': 'خوراک جوجه کباب مخصوص'}],,,
58,48347496.0,خوب نبود حقیقتا,[{'title': 'چلو کباب میکس مخصوص'}],,,
59,48098162.0,عالیییی مثل همیشه.,"[{'title': 'خوراک جوجه کباب مخصوص'}, {'title': 'خوراک کباب کوبیده (2 سیخ)'}, {'title': 'زیتون پرورده'}]",,,
60,47893620.0,مثل همیشه عالی,[{'title': 'خوراک جوجه کباب مخصوص'}],,,
61,47731832.0,خوبه ممنونم,[{'title': 'چلو جوجه کباب مخصوص'}],,,
62,48571260.0,عالی و خوشمزه,"[{'title': 'خوراک جوجه کباب مخصوص'}, {'title': 'چلو کباب میکس مخصوص'}, {'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'ماست موسیر'}]",,,
63,48330108.0,خوشمزه بود ممنونم,[{'title': 'خوراک ماهی قزل آلا'}],,,
64,46607231.0,ممنون عالی,[{'title': 'چلو جوجه کباب مخصوص'}],,,
65,48178561.0,"جوجه عالی 
کباب سفت","[{'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'چلو جوجه کباب مخصوص'}]",,,
66,47746689.0,بسیار خوش طعم ،پخت مناسب ،ارسال زودتر از موعد، داغ و با کیفیت,[{'title': 'چلو کباب میکس مخصوص'}],,,
67,48578178.0,معمولی بود,"[{'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'چلو کباب میکس مخصوص'}, {'title': 'سوپ جو تک نفره'}]",,,
68,49806665.0,معمولا خوبه ایندفعه خیلی جوجه کم بودسیصد گرم نبود شاید دویست گرم بود وبرنج هم کیفیت نداشت ویک بسته نان خشک وکهنه بود,"[{'title': 'چلو جوجه کباب مخصوص'}, {'title': 'نوشابه بطری'}]",,,
69,47358214.0,خیلی بی مزه بود دیگه واقعا، قر قرو نیستم ولی این جوجه بی مزه و بوی مرغ میداد. دفعه قبل کمتر بود ولی‌,[{'title': 'چلو جوجه کباب مخصوص'}],,,
70,47006520.0,قیمه بادمجون سفارش دادم ولی اصلا بادمجون نداشت! قیمه خالی بود. برنجش هم طعم بدی داشت و بوی پلاستیک می‌داد.,[{'title': 'چلو خورشت قیمه بادمجان'}],,,
71,45922645.0,من قرمه سبزی سفارش دادم بوی زحمش نتونستم بخورم با این کارتون ابروی خودتون و رستورانتونو بردید خجالت اوره,"[{'title': 'سوپ جو تک نفره'}, {'title': 'چلو خورشت قورمه سبزی'}]",,,
72,47597683.0,من نوشابه خانواده سفارش دادم نوشابه کوچیک ارسال کردید,"[{'title': 'چلو جوجه کباب مخصوص'}, {'title': 'سالاد شیرازی'}, {'title': 'سوپ جو تک نفره'}, {'title': 'کلم ترشی'}, {'title': 'نوشابه خانواده'}]",,,
73,47834488.0,کیفیت و بسته بندی از آن چیزی که بتونید تصور کنید ضعیفتر.... پیشنهاد نمیکنم,[{'title': 'خوراک ماهی قزل آلا'}],,,
74,47254660.0,بسیار بی کیفیت و بدمزه,"[{'title': 'زرشک پلو با مرغ ران'}, {'title': 'دلستر بطری'}]",,,
75,48295345.0,"مرغ کاملا مزه مرغ مانده میداد
قرمه سبزی با ی گوشت سفت نپخته ارسال شده بود 
هیچوقت دیگه سفارش نمیدم","[{'title': 'چلو خورشت قورمه سبزی'}, {'title': 'زرشک پلو با مرغ ران'}]",,,
76,46520506.0,يعني واقعا كمبود اشپز مرغ اينقد بوي بد ميده چرا,[{'title': 'زرشک پلو با مرغ ران'}],,,
77,47547587.0,"برنج میتونست کیفیت بهتری داشته باشه و بیشتر دم بکشه
غذا عالی و بد نبود .
کاملا معمولی
و دقت به اقلام فاکتور نشده بود و ماست جا مونده بود .
کباب با ماسته که دلچسبتره","[{'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'نوشابه بطری'}]",,,
78,49248985.0,خیلی بد,"[{'title': 'چلو جوجه کباب مخصوص'}, {'title': 'نوشابه بطری'}]",,,
79,47105245.0,قرمه سبزی فاقد چاشنی لازم بود.اکثر رستورانها سبزی و لوبیای فراوان به همراه یک تکه گوشت را قرمه سبزی می‌نامند حال آنکه لیمو امانی چاشنی استراتژیک این غذاست و بدون آن ارزش خوردن ندارد.,"[{'title': 'چلو خورشت قورمه سبزی'}, {'title': 'چلو کباب کوبیده (2 سیخ)'}]",,,
80,48359926.0,غذا اشتباهی به دستمون رسید بعد از جابجایی سرد شد و از دهن افتاد,"[{'title': 'چلو خورشت قورمه سبزی'}, {'title': 'چلو خورشت قیمه بادمجان'}]",,,
81,47126269.0,"اینکه حتی یک آیتم از سفارش ها خوب نباشن واقعا هنر زیادی میخواد.
کباب ها خشک بودن، انگار نون و پیاز بود و گوشت نداشت
برنج افتضاح
سوپ افتضاح
سالاد شیرازی حداقل ۱۰ روز بود که درست شده بود و آب انداخته بود
زرشک پلو خشک و بدون طعم بود","[{'title': 'خوراک کباب کوبیده (2 سیخ)'}, {'title': 'سالاد شیرازی'}, {'title': 'چلو کباب میکس مخصوص'}, {'title': 'زرشک پلو با مرغ ران'}, {'title': 'سوپ جو بزرگ'}]",,,
82,48288765.0,"واقعا از طعم بد مرغ و بوی مرغ تا برنج و هربار بدتر شد.
سفارش آخر. موفق باشید",[{'title': 'چلو جوجه کباب مخصوص'}],,,
83,49297934.0,متاسفم که اینقدر کیفیت غذا بد بود خیلی  خیلی سرد بود و بی کیفیت و غذا هم کلا باهم میکس شده بود سده شیر برنج از خدا بترسید واقعا,"[{'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'خوراک جوجه کباب مخصوص'}, {'title': 'خوراک کباب کوبیده (2 سیخ)'}]",,,
84,48625495.0,بشدت مزززززخررررف,[{'title': 'خورشت قورمه سبزی (اضافه)'}],,,
85,49569394.0,بی کیفیت ترین غذا و‌برنج و گوشت کوبیده,"[{'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'قاشق و چنگال'}, {'title': 'دوغ لیوانی'}]",,,
86,49117078.0,کیفیت غذا به شدت بد بود,[{'title': 'چلو جوجه کباب مخصوص'}],,,
87,49646782.0,کبابش به شدت بد و تایم خیلی طولانی بابت تحویل,"[{'title': 'خوراک کباب لقمه'}, {'title': 'سوپ جو کوچک'}]",,,
88,49788932.0,"ممنونم از رستوران.غذا بسیار خوشمزه ،گرم بود.و ممنونم از اسنپ که خیلی سریع به دستمون رسوند.
نوروزتان پیروز","[{'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'دوغ خانواده'}, {'title': 'ماست و خیار'}]",,,
89,49811508.0,کیفیت متوسط,"[{'title': 'چلو خورشت قیمه سیب زمینی'}, {'title': 'نوشابه بطری'}]",,,
90,47598146.0,"بدترین ماهی عمرم بود بی کیفیت طبخ بد بوی بد همینجوری تو سطل زباله است.پول دورریختن
والا هم قیمت همه رستورانه اطرافه با بدترین کیفیت.",[{'title': 'چلو ماهی قزل آلا'}],,,
91,48634870.0,جوجه خوب مزه دار نشده بود. خوب هم پخته نشده بود سوپ جو رو انگار یه ۱۰ باری با سطل آب ریختن که اصلا قابل خوردن نبود,"[{'title': 'چلو جوجه کباب مخصوص'}, {'title': 'ماست موسیر'}, {'title': 'سوپ جو تک نفره'}]",,,
92,46896053.0,به نظرم افتضاح ترین ماهی که تو عمرم خوردم,[{'title': 'چلو ماهی قزل آلا'}],,,
93,47551949.0,حتی یه قاشق داخلش نبود,[{'title': 'خوراک جوجه کباب'}],,,
94,46364445.0,افتضاح,"[{'title': 'زرشک پلو با مرغ ران'}, {'title': 'چلو خورشت قورمه سبزی'}, {'title': 'ماست و خیار'}, {'title': 'سالاد شیرازی'}, {'title': 'نوشابه بطری'}]",,,
95,46577292.0,افتضاح بود سیب زمینی کنار مرغ مال ی هفته گذشته بود کلم های قرمز ترشی از ماندگی صورتی شده بودن کبابش هم اصلا خوب نبود ماهی هم کیفیت نداشت درکل راضی نبودم,"[{'title': 'خوراک ماهی قزل آلا'}, {'title': 'خوراک مرغ ران'}, {'title': 'چلو کباب میکس مخصوص'}]",,,
96,49957913.0,خوب بود,"[{'title': 'چلو جوجه کباب مخصوص'}, {'title': 'خوراک مرغ ران'}]",,,
97,49801550.0,جوجه خوب بود ران مرغ کمی کوچک بود,"[{'title': 'خوراک مرغ ران'}, {'title': 'خوراک جوجه کباب مخصوص'}]",,,
98,49794017.0,عالی بود,"[{'title': 'چلو جوجه کباب مخصوص'}, {'title': 'قاشق و چنگال'}]",,,
99,48989199.0,کیفیت غذا افتضاح . برنج خارجی سرد . کباب بسیار سفت و بد,"[{'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'نوشابه بطری'}, {'title': 'زیتون پرورده'}, {'title': 'ماست موسیر'}]",,,
100,49645151.0,ماست موسیر رایگان داشت که متاسفانه نذاشته بودن,[{'title': 'خوراک جوجه کباب مخصوص'}],,,
101,48331531.0,انقدر دیر اومد که کیفیت و نفهمیدم ماسیده بود .,"[{'title': 'خوراک جوجه کباب'}, {'title': 'ماست و خیار'}]",,,
102,47310621.0,بسیار بی کیفیت,"[{'title': 'چلو جوجه کباب مخصوص'}, {'title': 'آب معدنی'}, {'title': 'نوشابه بطری'}]",,,
103,47409146.0,ماهی خوشمزه بود ولی برنج انقد بی مزه و خشک بود که از گلوم پایین نمیرفت,[{'title': 'چلو ماهی قزل آلا'}],,,
104,49033430.0,در کل خوب بود و به نسبت قیمت قابل قبول,"[{'title': 'چلو جوجه کباب مخصوص'}, {'title': 'چلو کباب کوبیده (2 سیخ)'}]",,,
105,48521349.0,"علیرغم رضایتمندی همیشگی از کیفیت و زمان مناسب ارسال این دفعه بسیار طولانی با چند بار پیگیری و تاخیر بیش از نیم ساعت و ارسال با پیکی که به خودش زحمت نداد از ماشین پیاده شود سفارش را در ب اصلی ساختمان تحویل دهد و  تحویل سر کوچه صورت پذیرفت واقعا این ارسال تشکر ویژه دارد 
البته کیفیت غذا خوب بود","[{'title': 'خوراک کباب کوبیده (2 سیخ)'}, {'title': 'خوراک ماهی قزل آلا'}, {'title': 'نوشابه بطری'}]",,,
106,49769516.0,خوشمزه و عالی,"[{'title': 'چلو کباب لقمه نگین دار'}, {'title': 'قاشق و چنگال'}]",,,
107,49750426.0,من خیلی دوست داشتم ممنون از شما امیدوارم به همین خوشمزگی باشه همیشه.,[{'title': 'چلو کباب کوبیده (2 سیخ)'}],,,
108,49751271.0,ماهی خیلی خوب بود,[{'title': 'خوراک ماهی قزل آلا'}],,,
109,48687761.0,افتضاح,"[{'title': 'چلو ماهی قزل آلا'}, {'title': 'ماست و خیار'}, {'title': 'نوشابه خانواده'}]",,,
110,48685300.0,حداقل نیم ساعت دیرترغذارسیداونم سرد,"[{'title': 'ماست موسیر'}, {'title': 'دوغ خانواده'}, {'title': 'چلو جوجه کباب مخصوص'}, {'title': 'چلو کباب کوبیده (2 سیخ)'}]",,,
111,47586087.0,غذا سرد لپه نپخته یک ساعت تا ارسال واقعا وقتی شرایطش فراهم نیست چرا تایید سفارش میکنید اخه,[{'title': 'چلو خورشت قیمه سیب زمینی'}],,,
112,48320347.0,جوجه کباب بو می داد,"[{'title': 'چلو کباب میکس مخصوص'}, {'title': 'قاشق و چنگال'}, {'title': 'چلو جوجه معمولی'}, {'title': 'قاشق و چنگال'}, {'title': 'نوشابه بطری'}, {'title': 'ماست موسیر'}]",,,
113,48645895.0,"حیف یه دونه ستاره
اونایی هم که 5 تا ستاره دادن شک نکنید از خودشونن
مرغ نیم پز
مزه زخم
دورچین فقط 4 تا سیب زمینی سرخ شده که برای حداقل 7 8 ساعت قبل بود
5 دقیقه بعد از تحویل غذا تو سطل آشغال بود
واقعا حیف هزار تومن پول برای سفارش از این رستوران
زنگ زدم بهشون میگه حق با شماست خرید نکنید از ما
آخه این چه جوابیه
چرا اصلا اسنپ فود با چنین جاهایی کار میکنه واقعا","[{'title': 'خوراک مرغ ران'}, {'title': 'نوشابه بطری'}]",,,
114,46772245.0,خوب بود ولی دو تا ایراد داشت اول اینکه روغن ماهی خیلی زیاد بود کاش روغنشو بگیرین واقعاااا زیاد بود دوم اسنکه ترشی کلم رو وقتی زیر ماهی میزارین هم مزه ترشی از بین میره هم ماهی نرم میش تو نظرات قبلی هم بقیه دوستان اعلام کردن اما خوب رسیدگی‌نکردین,[{'title': 'چلو ماهی قزل آلا'}],,,
115,48416792.0,من پیش سفارش ثبت کرده بودم ولی غذا سرد و با یک ساعت تاخیر به دستم رسید,[{'title': 'خوراک ماهی قزل آلا'}],,,
116,47343713.0,بسیار لذیذ و خوشمزه بود مثل همیشه. مشکلی در مغایرت سفارش پیش آمد که از طرف رستوران سعی بسیار در برطرف کردن آن انجام شد. سپاسگزارم,[{'title': 'خورشت قورمه سبزی (اضافه)'}],,,
117,47124089.0,با احترام فقط یک تکه گوشت کوچک چند گرمی و چهار خلال سیب زمینی در آن بود و کلی روغن. اگر یک شب هم گرسنه بخوابیم اتفاقی نمی افتد ولی اگر به فکر سود خود هستید این رویه در جهت از دست دادن مشتری خواهد بود.,[{'title': 'چلو خورشت قیمه سیب زمینی'}],,,
118,47469718.0,افتضاح است,[{'title': 'چلو کباب کوبیده (2 سیخ)'}],,,
119,47704000.0,غذای بدی نبود اما بسته بندی و نکات بهداشتی کاملا ابتدایی بود,"[{'title': 'چلو کباب کوبیده (2 سیخ)'}, {'title': 'زیتون پرورده'}]",,,
120,46032088.0,قیمه مونده بود خیلی فک کنم ۲-۳ بار گرم شده بود,"[{'title': 'چلو خورشت قیمه سیب زمینی'}, {'title': 'قاشق و چنگال'}]",,,
121,46414375.0,خیلی معمولی بود,[{'title': 'چلو جوجه کباب مخصوص'}],,,
